,nonprofit,org_years,regionality,org_small_med_large,global_north_south_int,collects_data,tech_person,merl_person,cloud_storage,data_use_policy,org_agreements,[D] Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.,"[D] Our staff uses software to collect data about people, relationships, prospects, etc.",[D] We also retained the original audio or video that accompanies the transcripts and tabular data.,"[D] We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.","[D] We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.",[U] Ask,[U] Assist,[U] Generat,[U] Interpret,[U] Organi,[U] Predict,[U] Translat,[U] Other,[U] I am not currently using AI,[W] Ask,[W] Assist,[W] Generat,[W] Interpret,[W] Organi,[W] Predict,[W] Translat,[W] Other,[W] We don't know yet!,cluster3,cluster2,ai_want_2+
870,1.0,0.23333333333333334,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
871,1.0,0.09333333333333334,0.75,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
872,1.0,0.11333333333333333,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
873,1.0,0.30666666666666664,0.25,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
874,1.0,0.14666666666666667,1.0,1.0,1.0,0.8820960698689956,0.292358803986711,0.4296875,0.6755260243632336,0.7180910099889012,0.28888888888888886,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1
875,1.0,0.62,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1
876,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,-1,0,1
877,1.0,1.0,0.4983480176211454,0.2508108108108108,0.3737704918032787,1.0,0.292358803986711,0.4296875,0.6755260243632336,0.7180910099889012,0.28888888888888886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
878,1.0,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
879,0.0,0.02,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
880,1.0,0.17333333333333334,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
881,0.0,0.32666666666666666,0.25,1.0,0.0,1.0,0.292358803986711,0.4296875,0.6755260243632336,0.7180910099889012,0.28888888888888886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
882,1.0,0.6866666666666666,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1
883,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
884,1.0,0.36666666666666664,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
885,1.0,0.29333333333333333,0.75,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
886,1.0,0.78,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
887,0.0,0.21333333333333335,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
888,0.0,0.013333333333333334,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
889,0.0,0.04666666666666667,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1
890,1.0,0.4533333333333333,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
891,1.0,0.36666666666666664,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1
892,1.0,0.44,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
893,1.0,0.20666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
894,0.0,0.12666666666666668,0.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
895,1.0,0.88,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,-1,0,1
896,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
897,1.0,0.20666666666666667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
898,1.0,0.35333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,-1,0,1
899,1.0,0.7,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
900,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
901,1.0,0.86,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
902,1.0,0.86,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
903,1.0,0.5,0.75,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1
904,1.0,0.013333333333333334,0.75,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
905,1.0,0.04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
906,1.0,0.013333333333333334,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
907,1.0,0.8333333333333334,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
908,1.0,0.8933333333333333,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
909,1.0,0.8066666666666666,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
910,1.0,0.3466666666666667,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1
911,1.0,0.08666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1
912,1.0,0.006666666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1
913,1.0,0.09333333333333334,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1
914,1.0,0.07333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
915,1.0,0.21333333333333335,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
916,1.0,0.06,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
917,1.0,0.04,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
918,1.0,0.3,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1
919,1.0,0.18666666666666668,0.75,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
920,1.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
921,1.0,0.16666666666666666,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
922,1.0,0.18666666666666668,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
923,1.0,0.10666666666666667,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
924,1.0,0.1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
925,1.0,0.03333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
926,0.0,0.03333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
927,0.0,0.8266666666666667,1.0,0.5,0.0,0.0,1.0,0.4296875,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
928,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
929,1.0,0.18666666666666668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
