,nonprofit,org_years,regionality,org_small_med_large,global_north_south_int,collects_data,tech_person,merl_person,cloud_storage,data_use_policy,org_agreements,[D] Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.,"[D] Our staff uses software to collect data about people, relationships, prospects, etc.",[D] We also retained the original audio or video that accompanies the transcripts and tabular data.,"[D] We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.","[D] We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.",[U] Ask,[U] Assist,[U] Generat,[U] Interpret,[U] Organi,[U] Predict,[U] Translat,[U] Other,[U] I am not currently using AI,[W] Ask,[W] Assist,[W] Generat,[W] Interpret,[W] Organi,[W] Predict,[W] Translat,[W] Other,[W] We don't know yet!,cluster3,cluster2,ai_want_2+
267,0.0,0.04,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
268,0.0,0.02666666666666667,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
269,1.0,0.03333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
270,1.0,0.3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
271,1.0,0.6666666666666666,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1
272,1.0,0.28,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
273,1.0,0.09333333333333334,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1
274,1.0,0.08666666666666667,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
275,1.0,0.02,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
276,1.0,1.0,0.75,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
277,1.0,0.6933333333333334,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
278,1.0,0.006666666666666667,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1
279,1.0,0.11333333333333333,0.75,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
280,1.0,0.17333333333333334,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
281,1.0,0.05333333333333334,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
282,1.0,0.3933333333333333,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
283,1.0,0.22666666666666666,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
284,1.0,0.13333333333333333,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,-1,0,1
285,1.0,0.16,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
286,1.0,0.24666666666666667,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
287,0.0,0.11333333333333333,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
288,1.0,0.4866666666666667,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1
289,1.0,0.38,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
290,1.0,0.15333333333333332,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
291,1.0,0.08,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
292,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
293,1.0,0.02,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
294,1.0,0.5133333333333333,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
295,1.0,0.06,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
296,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
297,0.0,0.13333333333333333,0.75,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1
298,1.0,0.16,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
299,1.0,0.23333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
300,1.0,0.19333333333333333,0.75,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
301,1.0,0.03333333333333333,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1
302,0.0,0.04,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
303,1.0,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1
304,1.0,0.03333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
305,1.0,0.03333333333333333,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
306,1.0,0.03333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
307,1.0,0.23333333333333334,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
308,1.0,0.3333333333333333,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1
309,1.0,0.18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
310,0.0,0.09333333333333334,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
311,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
312,1.0,0.07333333333333333,0.25,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
313,1.0,0.03333333333333333,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1,0,0
314,1.0,0.08,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
315,1.0,0.29333333333333333,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
316,1.0,0.8133333333333334,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
317,1.0,0.35333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
318,1.0,0.23333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1
319,1.0,0.22666666666666666,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
320,1.0,0.05333333333333334,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
321,1.0,0.7466666666666667,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
322,1.0,0.13333333333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
323,1.0,0.26666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-1,0,1
324,1.0,0.5266666666666666,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,1.0,0.11333333333333333,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,1
326,1.0,0.2866666666666667,0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
327,1.0,0.21333333333333335,0.75,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
328,1.0,0.32666666666666666,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
329,1.0,0.19333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1
330,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
331,1.0,0.1,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
332,1.0,0.5733333333333334,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
333,1.0,0.21333333333333335,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
334,1.0,0.02666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
335,1.0,0.11333333333333333,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
336,1.0,0.29333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
337,1.0,0.23333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1
338,1.0,0.14,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
339,1.0,0.15333333333333332,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
340,1.0,0.36666666666666664,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
341,1.0,0.19333333333333333,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
342,1.0,0.11333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
343,1.0,0.02666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
344,1.0,0.1,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,-1,0,1
345,1.0,0.013333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1
346,1.0,0.14666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
347,1.0,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
348,1.0,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1
349,1.0,0.18,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
350,1.0,0.20666666666666667,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,1.0,0.43333333333333335,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1
352,1.0,0.06666666666666667,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
353,1.0,0.26666666666666666,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
354,1.0,0.03333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
355,1.0,0.7733333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1
356,1.0,0.26666666666666666,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,1
357,1.0,0.7533333333333333,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
358,1.0,0.06,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
359,1.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
360,1.0,0.03333333333333333,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
361,1.0,0.05333333333333334,0.75,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0
362,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
363,1.0,0.05333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1
364,1.0,0.03333333333333333,0.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
365,1.0,0.09333333333333334,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1
366,1.0,0.11333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
367,1.0,0.08,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
368,1.0,1.0,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
369,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
370,1.0,0.14666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
371,1.0,0.03333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
372,1.0,0.16,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
373,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
374,1.0,0.1,0.25,0.0,1.0,1.0,0.292358803986711,0.4296875,0.0,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
375,1.0,0.11333333333333333,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
376,1.0,0.013333333333333334,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
377,1.0,0.34,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
378,1.0,0.24,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
379,1.0,0.31333333333333335,0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
380,1.0,0.2733333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
381,1.0,0.36,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
382,1.0,0.24666666666666667,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
383,1.0,0.10666666666666667,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
384,1.0,0.7933333333333333,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
385,1.0,0.37333333333333335,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
386,1.0,0.2733333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
387,1.0,0.2,0.25,0.2508108108108108,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
388,1.0,0.19333333333333333,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
389,1.0,0.2733333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
390,1.0,0.18,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
391,1.0,0.11333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
392,1.0,0.8333333333333334,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
393,1.0,0.06666666666666667,0.4983480176211454,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
394,1.0,0.1,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
395,1.0,0.06,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396,1.0,0.07333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,-1,0,1
397,1.0,0.12666666666666668,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
398,1.0,0.3333333333333333,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
399,1.0,0.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
